"Seq","Invoice No.","Invoice Date","Status","Bill-to","Bill-to Name","Ship-to","Ship-To Name","Order Type","Order No.","Order Date","Pieces*","Cartons*","Amount*`","Delivery Date","Cancel Date","Ship Via","Sales Order","Approval No.","Cxl/Void Date","Consolidator","Factor","Pick Ticket No.","Div/Dept/Class","Salesperson","Reference","Shipped Date","Store No","Must Arrive Date", 
"195","101817","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002869","ELIZABETH, NJ (46)","EDI Order","NWSHS0460369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002308","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"196","101819","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002870","LAKE ELSINORE (47)","EDI Order","NWSHS0470369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002309","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"197","101821","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002871","MYRTLE BEACH, SC (48","EDI Order","NWSHS0480369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002310","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"198","101823","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002872","ORLANDO, FL (49)","EDI Order","NWSHS0490369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002311","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"199","101825","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002873","NORTH BEND, WA  (52)","EDI Order","NWSHS0520369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002312","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"200","101827","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002874","BATESVILLE, MS (53)","EDI Order","NWSHS0530369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002313","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"201","101829","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002875","CALHOUN, GA   (54)","EDI Order","NWSHS0540369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002314","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"202","101831","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002876","GROVE CITY, PA (56)","EDI Order","NWSHS0560369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002315","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"203","101833","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002877","FINGER LAKES, NY (57","EDI Order","NWSHS0570369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002316","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"204","101835","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002878","BELLPORT, NY (58)","EDI Order","NWSHS0580369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002317","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"205","101837","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002879","BRANSON, MO (59)","EDI Order","NWSHS0590369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002318","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"206","101839","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002880","COMMERCE, GA (60)","EDI Order","NWSHS0600369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002319","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"207","101841","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002881","VERO BEACH, FL (61)","EDI Order","NWSHS0610369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002320","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"208","101843","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002883","GONZALES, LA (63)","EDI Order","NWSHS0630369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002321","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"209","101845","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002884","WILLIAMSBURG, IA (64","EDI Order","NWSHS0640369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002322","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"210","101847","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002885","REHOBOTH BEACH, DE (","EDI Order","NWSHS0650369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002323","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"211","101849","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002886","SIKESTON, MO (66)","EDI Order","NWSHS0660369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002324","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"212","101851","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002887","PIGEON FORGE, TN (67","EDI Order","NWSHS0670369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002325","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"213","101853","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002888","LaMARQUE, TX (68)","EDI Order","NWSHS0680369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002326","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"214","101855","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002889","BYRON, GA (69)","EDI Order","NWSHS0690369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002327","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"215","101857","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002890","LAS VEGAS, NV  (71)","EDI Order","NWSHS0710369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002328","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"216","101859","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002891","CONCORD, NC (72)","EDI Order","NWSHS0720369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002329","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"217","101861","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002892","MICHIGAN CITY, IN (7","EDI Order","NWSHS0730369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002330","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"218","101863","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002893","GRAPEVINE, TX (74)","EDI Order","NWSHS0740369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002331","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"219","101865","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002894","WILLIAMSBURG, VA (75","EDI Order","NWSHS0750369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002332","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"220","101867","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002895","BOISE, ID  (76)","EDI Order","NWSHS0760369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002333","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"221","101869","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002896","OSHKOSH, WI  (77)","EDI Order","NWSHS0770369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002334","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"222","101871","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002899","QUEENSTOWN, MD (81)","EDI Order","NWSHS0810369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002335","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"223","101873","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002901","SOUDERTON, PA (83)","EDI Order","NWSHS0830369","02/06/2014","24","4","144.00","02/10/2014","02/21/2014","CALL TO ROUTE","002336","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"224","101875","02/10/2014","Billed","VF0001","VF OUTLET, INC.","002907","VF Outlet, Inc.","EDI Order","NWSHS0940369","02/06/2014","12","2","72.00","02/10/2014","02/21/2014","CALL TO ROUTE","002337","548493","","AVX","W","","PB-BN-2SL","AF","RGG136","","","",
"225","101922","02/14/2014","Billed","AZ0002","MY HABIT","AZ0002","MY HABIT RECEIVING","Distro (from Bulk)","8IZT935Q","02/11/2014","287","41","6850.75","02/25/2014","03/05/2014","CALL TO ROUTE","002368","line3","","","W","","PB-G7-DRW","EE","RGG148","","","",
"226","101923","02/14/2014","Billed","AZ0002","MY HABIT","AZ0002","MY HABIT RECEIVING","Distro (from Bulk)","8V75Q6XL","02/11/2014","132","22","1640.76","02/25/2014","03/05/2014","CALL TO ROUTE","002369","line3","","","W","","PB-GT-DRS","EE","RGG148","","","",
"227","101921","02/14/2014","Billed","AZ0002","MY HABIT","AZ0002","MY HABIT RECEIVING","Distro (from Bulk)","6NU2V6DI","02/11/2014","       24","        2","       360.00","02/10/2014","03/25/2014","CALL TO ROUTE","002370","line3","","","W","","PB-G7-DRW","EE","RGG148","","","",
"228","101952","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028973","02/12/2014","864","72","2592.00","02/15/2014","02/21/2014","VENDOR PORTAL","002371","977956","","","W","","PB-GN-ROM","AF","RGG152","","","",
"229","101945","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028966","02/12/2014","96","8","624.00","02/15/2014","02/21/2014","VENDOR PORTAL","002380","962190","","","W","","PB-GN-8PS","AF","RGG152","","","",
"230","101946","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028967","02/12/2014","440","38","1840.00","02/15/2014","02/21/2014","VENDOR PORTAL","002381","962190","","","W","","PB-BN-2SL","AF","RGG152","","","",
"231","101947","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028968","02/12/2014","492","41","1476.00","02/15/2014","02/21/2014","VENDOR PORTAL","002382","962190","","","W","","PB-GI-ROM","AF","RGG152","","","",
"232","101948","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028969","02/12/2014","528","44","1584.00","02/15/2014","02/21/2014","VENDOR PORTAL","002383","962190","","","W","","PB-GI-ROM","AF","RGG152","","","",
"233","101949","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028970","02/12/2014","516","43","1548.00","02/15/2014","02/21/2014","VENDOR PORTAL","002384","962190","","","W","","PB-BI-ROM","AF","RGG152","","","",
"234","101950","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028971","02/12/2014","480","40","1440.00","02/15/2014","02/21/2014","VENDOR PORTAL","002385","962190","","","W","","PB-BI-ROM","AF","RGG152","","","",
"235","101951","02/14/2014","Billed","ST0001","STAGE STORES INC","000707","SPECIALTY RETAILORS","Distro (from Bulk)","20028972","02/12/2014","1080","93","3240.00","02/15/2014","02/21/2014","VENDOR PORTAL","002386","962190","","","W","","PB-BN-ROM","AF","RGG152","","","",
"236","101937","02/14/2014","Billed","CSV004","C & S VALUE STORE #4","CSV004","C & S VALUE STORE","Original Order","12414","02/03/2014","377","42","1292.00","02/10/2014","02/18/2014","CHEAPEST","002129","","","","","","PB-G4-2PS","GC","RGG151","","","",
"237","101957","02/17/2014","Billed","SCH001","SCHWESER'S STORES IN","SCH001","SCHWESER'S STORES IN","Original Order","39180","02/17/2014","828","72","3636.00","03/04/2014","03/10/2014","UPS GRN FRT COL","002398","NONE","","","","","PB-GN-3BS","EE","RGG154","","","",
